epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.1554368798221861,0.044012020270813926,0.9969577758973488,1.4908917763220825e-09,2.98178349428291e-09
1,0.0001,0.9589063321449318,0.03087515335453534,0.9155302062896068,0.1142656191285706,0.19371145432446615
2,0.0001,0.902775548246442,0.2167680541058122,0.9062962714042372,0.32472762629430335,0.47192698441180014
3,0.0001,0.8399220930070294,0.4438221516398891,0.8174658185653104,0.5098498773968356,0.6587555724337091
4,0.0001,0.7934222400796657,0.47244362304593684,0.7859757193778915,0.5277960411994925,0.6797727404135359
5,0.0001,0.7756665385499293,0.5284070315353078,0.769163619015963,0.6082885608942948,0.7435411530805368
6,0.0001,0.767380662566545,0.5533490006610498,0.7499132341404301,0.643830046377837,0.777780063096008
7,0.0001,0.7609872354232535,0.5815561451932685,0.7461683431654486,0.6165412975070617,0.7550807443295968
8,0.0001,0.756094159216297,0.5951878349114357,0.7480655990484106,0.6445752433265677,0.7758766224237433
9,0.0001,0.750049352645874,0.6135981003890218,0.7353687086178147,0.6504590562247701,0.7838669062126177
10,0.0001,0.748833034567687,0.631249564302867,0.7296755329039867,0.690015473487632,0.8115332661556217
11,0.0001,0.7447968622555539,0.6467813771715653,0.7282406270655664,0.6718756466257835,0.798168382779574
12,0.0001,0.7429065684578857,0.6466821840217877,0.7267174785980438,0.69215144056911,0.8143994930871161
13,0.0001,0.7385160661473567,0.6575807425815066,0.7274418950990866,0.721805426255308,0.8351309284813385
14,0.0001,0.7367843016982079,0.6834968305526969,0.7225025588926165,0.7119060670817563,0.8284634744537459
15,0.0001,0.7362468481367949,0.6753021609202909,0.7211766130748293,0.7208987976995342,0.8349228263100035
16,0.0001,0.7336342597798425,0.6877763104035675,0.7193595386340115,0.7185342010465803,0.8335738420336778
17,0.0001,0.7329882398551825,0.6913694039889633,0.7207833796967077,0.7240389176381354,0.8367037266712483
18,0.0001,0.7290317949895956,0.7162453613029915,0.7180991935669314,0.7324550749149271,0.8427779002687931
19,0.0001,0.7295863036902583,0.7122702570177046,0.719633303980791,0.7403526289914435,0.8477241249473166
